"age","work_class","education","marital_status","occupation","race","sex","hours_per_week","income_class"
29,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",50,">50K"
48,"Private","Bachelors","Married-civ-spouse","Tech-support","White","Female",40,">50K"
33,"Private","Bachelors","Married-civ-spouse","Sales","White","Female",45,">50K"
43,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
32,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
31,"Private","Bachelors","Never-married","Exec-managerial","White","Female",50,">50K"
50,"State-gov","Prof-school","Married-civ-spouse","Exec-managerial","White","Male",52,">50K"
34,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
42,"Private","Masters","Never-married","Exec-managerial","White","Male",40,">50K"
47,"Private","Bachelors","Never-married","Sales","Black","Male",60,">50K"
47,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",45,">50K"
56,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
32,"Private","Assoc-acdm","Married-civ-spouse","Adm-clerical","White","Male",45,">50K"
34,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",65,">50K"
49,"Local-gov","Prof-school","Married-civ-spouse","Prof-specialty","White","Female",60,">50K"
35,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","Black","Male",60,">50K"
36,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
40,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",48,">50K"
36,"Self-emp-inc","Bachelors","Married-civ-spouse","Sales","White","Male",45,">50K"
53,"Private","Bachelors","Married-civ-spouse","Adm-clerical","White","Male",40,">50K"
37,"Self-emp-not-inc","Masters","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
49,"State-gov","Doctorate","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
48,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
38,"Private","Masters","Married-civ-spouse","Prof-specialty","Black","Male",40,">50K"
52,"State-gov","Assoc-acdm","Married-civ-spouse","Sales","White","Male",40,">50K"
48,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
47,"Federal-gov","Bachelors","Married-spouse-absent","Exec-managerial","White","Male",60,">50K"
45,"Self-emp-inc","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
50,"Private","Bachelors","Married-civ-spouse","Tech-support","White","Male",40,">50K"
44,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Black","Male",35,">50K"
43,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Black","Female",35,">50K"
30,"Private","Masters","Married-civ-spouse","Adm-clerical","White","Male",40,">50K"
47,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
37,"Self-emp-not-inc","Masters","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
31,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Female",40,">50K"
36,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",55,">50K"
26,"Self-emp-inc","HS-grad","Divorced","Exec-managerial","White","Male",78,">50K"
51,"State-gov","Masters","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
41,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",50,">50K"
49,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",55,">50K"
39,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
35,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
53,"State-gov","Masters","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
33,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
42,"Private","Bachelors","Married-civ-spouse","Adm-clerical","White","Female",40,">50K"
34,"Private","HS-grad","Married-civ-spouse","Other-service","White","Male",40,">50K"
44,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
30,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",52,">50K"
45,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
50,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",55,">50K"
57,"Private","Bachelors","Widowed","Prof-specialty","White","Male",40,">50K"
29,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
51,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
38,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",32,">50K"
42,"Self-emp-inc","Masters","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
48,"Private","Assoc-acdm","Married-civ-spouse","Prof-specialty","White","Female",30,">50K"
40,"Federal-gov","Bachelors","Married-civ-spouse","Adm-clerical","White","Male",48,">50K"
62,"Private","Bachelors","Widowed","Exec-managerial","White","Male",50,">50K"
44,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
40,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",75,">50K"
48,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
36,"Private","Masters","Never-married","Adm-clerical","White","Male",50,">50K"
30,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",44,">50K"
33,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
28,"Private","Bachelors","Never-married","Prof-specialty","White","Male",55,">50K"
37,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
52,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",55,">50K"
40,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
43,"Private","HS-grad","Married-civ-spouse","Other-service","Black","Male",40,">50K"
49,"Private","Assoc-acdm","Married-civ-spouse","Sales","White","Male",60,">50K"
46,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Female",22,">50K"
31,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",48,">50K"
34,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
64,"State-gov","Masters","Married-civ-spouse","Prof-specialty","White","Female",5,">50K"
26,"Private","Bachelors","Never-married","Exec-managerial","White","Male",70,">50K"
26,"Private","Bachelors","Never-married","Prof-specialty","White","Male",50,">50K"
27,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",40,">50K"
53,"Federal-gov","Masters","Married-civ-spouse","Adm-clerical","White","Male",40,">50K"
43,"State-gov","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",70,">50K"
37,"Private","Masters","Separated","Exec-managerial","White","Male",45,">50K"
66,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",8,">50K"
38,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
60,"Federal-gov","HS-grad","Married-civ-spouse","Tech-support","White","Male",40,">50K"
34,"Private","Assoc-acdm","Married-civ-spouse","Adm-clerical","White","Female",40,">50K"
36,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","White","Female",36,">50K"
68,"Local-gov","Masters","Widowed","Prof-specialty","Black","Female",40,">50K"
31,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Black","Male",40,">50K"
32,"Private","Bachelors","Never-married","Exec-managerial","White","Male",48,">50K"
43,"Federal-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
51,"Self-emp-not-inc","HS-grad","Never-married","Farming-fishing","White","Male",40,">50K"
59,"Private","Masters","Never-married","Sales","White","Female",45,">50K"
35,"Self-emp-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
47,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
51,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
34,"Private","Masters","Never-married","Sales","White","Male",60,">50K"
61,"Private","Masters","Married-civ-spouse","Sales","White","Male",60,">50K"
49,"State-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
44,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
42,"State-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
36,"Private","Prof-school","Divorced","Prof-specialty","White","Male",45,">50K"
37,"Local-gov","Bachelors","Married-civ-spouse","Adm-clerical","White","Male",40,">50K"
47,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
41,"Local-gov","Assoc-acdm","Married-civ-spouse","Tech-support","White","Male",40,">50K"
34,"Federal-gov","Masters","Married-civ-spouse","Adm-clerical","White","Male",50,">50K"
37,"Private","Masters","Never-married","Exec-managerial","White","Female",40,">50K"
33,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",50,">50K"
39,"Private","Prof-school","Divorced","Prof-specialty","White","Male",70,">50K"
44,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
47,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
33,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",55,">50K"
43,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Black","Male",40,">50K"
56,"Private","Bachelors","Married-civ-spouse","Sales","Black","Male",45,">50K"
33,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",55,">50K"
29,"Private","HS-grad","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
37,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",65,">50K"
43,"Self-emp-inc","Bachelors","Married-civ-spouse","Sales","White","Male",60,">50K"
29,"Private","HS-grad","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
50,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Female",20,">50K"
53,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
66,"State-gov","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
53,"Private","Masters","Never-married","Exec-managerial","White","Female",60,">50K"
34,"Local-gov","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
41,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",70,">50K"
50,"Private","HS-grad","Married-civ-spouse","Tech-support","White","Male",40,">50K"
50,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","Black","Female",40,">50K"
38,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",52,">50K"
29,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
43,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",70,">50K"
42,"Self-emp-inc","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
41,"Private","Bachelors","Never-married","Prof-specialty","White","Male",40,">50K"
68,"Local-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
42,"Private","Bachelors","Divorced","Exec-managerial","White","Female",55,">50K"
27,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",42,">50K"
35,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
48,"Private","HS-grad","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
42,"Self-emp-not-inc","Masters","Married-civ-spouse","Sales","White","Male",80,">50K"
33,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
45,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",55,">50K"
37,"Private","Bachelors","Married-civ-spouse","Tech-support","White","Male",50,">50K"
56,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
46,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
42,"State-gov","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
25,"Private","Bachelors","Never-married","Farming-fishing","White","Male",50,">50K"
34,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Sales","White","Male",60,">50K"
26,"Private","Bachelors","Never-married","Prof-specialty","White","Female",40,">50K"
40,"Private","Assoc-acdm","Married-civ-spouse","Tech-support","White","Male",40,">50K"
34,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
48,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
31,"State-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",35,">50K"
38,"Private","Masters","Never-married","Exec-managerial","White","Female",50,">50K"
43,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",55,">50K"
29,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
56,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
36,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",50,">50K"
46,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",80,">50K"
30,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",55,">50K"
51,"Self-emp-inc","Masters","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
37,"State-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
45,"Self-emp-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",55,">50K"
31,"Private","Bachelors","Married-civ-spouse","Adm-clerical","White","Male",50,">50K"
42,"Private","Prof-school","Divorced","Prof-specialty","White","Female",39,">50K"
53,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",65,">50K"
56,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
55,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
42,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
35,"Private","Bachelors","Never-married","Prof-specialty","White","Male",50,">50K"
37,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","White","Male",60,">50K"
69,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
37,"Self-emp-inc","Bachelors","Married-civ-spouse","Sales","White","Male",50,">50K"
39,"State-gov","Doctorate","Divorced","Prof-specialty","White","Female",40,">50K"
40,"Private","Masters","Never-married","Prof-specialty","White","Female",45,">50K"
41,"Local-gov","Assoc-acdm","Married-civ-spouse","Exec-managerial","Black","Male",50,">50K"
35,"Self-emp-inc","Bachelors","Never-married","Exec-managerial","White","Female",60,">50K"
47,"Private","Assoc-acdm","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
46,"Self-emp-not-inc","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
38,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
40,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
55,"Private","Doctorate","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
46,"Private","Bachelors","Divorced","Sales","White","Male",40,">50K"
40,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","White","Male",55,">50K"
31,"Local-gov","Bachelors","Married-civ-spouse","Other-service","White","Male",38,">50K"
70,"Self-emp-inc","Doctorate","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
34,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
51,"Federal-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
50,"Private","Bachelors","Divorced","Prof-specialty","White","Male",45,">50K"
28,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",60,">50K"
29,"Private","HS-grad","Married-civ-spouse","Other-service","White","Female",40,">50K"
41,"Private","Assoc-acdm","Married-civ-spouse","Tech-support","White","Male",45,">50K"
46,"Private","Bachelors","Married-civ-spouse","Adm-clerical","White","Male",45,">50K"
65,"Self-emp-inc","Bachelors","Married-civ-spouse","Sales","White","Male",60,">50K"
38,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
39,"Self-emp-inc","Assoc-acdm","Married-civ-spouse","Exec-managerial","White","Male",55,">50K"
47,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",38,">50K"
48,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
45,"State-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
50,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",65,">50K"
38,"Private","Bachelors","Married-civ-spouse","Tech-support","White","Male",40,">50K"
38,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
58,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Female",10,">50K"
43,"Private","Bachelors","Never-married","Sales","White","Male",50,">50K"
36,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",50,">50K"
37,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
33,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Black","Male",40,">50K"
48,"Federal-gov","Masters","Married-spouse-absent","Exec-managerial","White","Female",50,">50K"
45,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",42,">50K"
50,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
39,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
32,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
45,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",55,">50K"
57,"Private","Masters","Married-civ-spouse","Tech-support","White","Male",40,">50K"
56,"Self-emp-not-inc","HS-grad","Widowed","Adm-clerical","White","Female",40,">50K"
36,"Federal-gov","Assoc-acdm","Married-civ-spouse","Adm-clerical","White","Female",40,">50K"
67,"Private","HS-grad","Widowed","Exec-managerial","White","Male",38,">50K"
32,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",40,">50K"
51,"Private","Bachelors","Never-married","Sales","White","Male",55,">50K"
53,"Self-emp-not-inc","Prof-school","Divorced","Prof-specialty","White","Male",60,">50K"
35,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
37,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",55,">50K"
49,"Self-emp-inc","Masters","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
48,"Self-emp-not-inc","Prof-school","Divorced","Prof-specialty","White","Male",63,">50K"
50,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
40,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
38,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Female",40,">50K"
57,"Federal-gov","Masters","Married-civ-spouse","Exec-managerial","Black","Male",40,">50K"
46,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",65,">50K"
59,"Self-emp-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
39,"Private","Bachelors","Married-civ-spouse","Tech-support","White","Male",50,">50K"
29,"Private","Bachelors","Never-married","Sales","White","Male",50,">50K"
48,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
64,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",24,">50K"
64,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
60,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
56,"Self-emp-inc","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",70,">50K"
60,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
48,"Self-emp-inc","HS-grad","Married-civ-spouse","Farming-fishing","White","Male",40,">50K"
49,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Female",50,">50K"
37,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
42,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
44,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
43,"State-gov","Doctorate","Married-spouse-absent","Prof-specialty","White","Male",64,">50K"
44,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",70,">50K"
41,"State-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
38,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
47,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",40,">50K"
42,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
40,"Local-gov","Masters","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
32,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",55,">50K"
52,"Self-emp-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",35,">50K"
49,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Tech-support","White","Male",30,">50K"
48,"Self-emp-not-inc","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
53,"Self-emp-inc","Bachelors","Married-civ-spouse","Sales","White","Male",45,">50K"
47,"Self-emp-not-inc","Bachelors","Never-married","Exec-managerial","Black","Male",45,">50K"
45,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",48,">50K"
37,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",50,">50K"
38,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",42,">50K"
42,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
30,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
42,"Local-gov","Bachelors","Separated","Exec-managerial","White","Male",45,">50K"
38,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",44,">50K"
44,"Private","Assoc-acdm","Married-civ-spouse","Sales","White","Male",40,">50K"
67,"Self-emp-not-inc","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",35,">50K"
51,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","White","Male",80,">50K"
46,"Federal-gov","Doctorate","Never-married","Prof-specialty","White","Female",50,">50K"
42,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
47,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",60,">50K"
43,"Private","Bachelors","Divorced","Sales","White","Male",40,">50K"
54,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",40,">50K"
56,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",55,">50K"
63,"Federal-gov","Masters","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
33,"Private","Masters","Married-civ-spouse","Prof-specialty","White","Male",45,">50K"
54,"Self-emp-not-inc","Bachelors","Divorced","Farming-fishing","White","Male",50,">50K"
39,"Self-emp-not-inc","Doctorate","Never-married","Prof-specialty","White","Male",40,">50K"
44,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
56,"Federal-gov","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
44,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",60,">50K"
46,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
77,"Self-emp-inc","Doctorate","Married-civ-spouse","Farming-fishing","White","Male",40,">50K"
54,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",55,">50K"
35,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
44,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
42,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
64,"Private","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
41,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
47,"Private","HS-grad","Divorced","Exec-managerial","Black","Female",40,">50K"
63,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
38,"Private","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
58,"Private","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",45,">50K"
28,"Private","Bachelors","Married-civ-spouse","Sales","Black","Female",45,">50K"
48,"Self-emp-inc","Bachelors","Divorced","Sales","White","Male",60,">50K"
45,"Self-emp-not-inc","Bachelors","Never-married","Sales","White","Male",45,">50K"
39,"Private","Bachelors","Divorced","Exec-managerial","White","Female",50,">50K"
48,"Private","Bachelors","Divorced","Other-service","White","Female",56,">50K"
33,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
41,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",40,">50K"
30,"Private","Assoc-acdm","Married-civ-spouse","Other-service","White","Female",25,">50K"
46,"Private","Bachelors","Divorced","Sales","White","Male",40,">50K"
39,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","White","Female",40,">50K"
59,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",40,">50K"
46,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",53,">50K"
54,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
38,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","White","Male",40,">50K"
28,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Female",60,">50K"
41,"Private","Assoc-acdm","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
51,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
36,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",48,">50K"
55,"State-gov","Bachelors","Married-civ-spouse","Adm-clerical","White","Male",38,">50K"
46,"Self-emp-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",60,">50K"
34,"Private","Bachelors","Married-civ-spouse","Prof-specialty","White","Female",40,">50K"
50,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
57,"Private","Masters","Separated","Prof-specialty","White","Male",32,">50K"
61,"Self-emp-not-inc","Doctorate","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
54,"Private","HS-grad","Married-civ-spouse","Sales","White","Male",40,">50K"
57,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
46,"Local-gov","Bachelors","Divorced","Adm-clerical","White","Female",40,">50K"
44,"Private","Prof-school","Divorced","Prof-specialty","White","Male",45,">50K"
57,"Private","Bachelors","Married-civ-spouse","Sales","White","Male",40,">50K"
30,"State-gov","Bachelors","Married-civ-spouse","Tech-support","White","Male",40,">50K"
40,"Private","HS-grad","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
46,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
27,"Private","Masters","Married-civ-spouse","Exec-managerial","White","Male",45,">50K"
34,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","White","Male",40,">50K"
34,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",50,">50K"
33,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","White","Male",50,">50K"
33,"Private","Bachelors","Married-civ-spouse","Exec-managerial","White","Male",40,">50K"
33,"Private","Bachelors","Never-married","Sales","White","Male",45,">50K"
42,"Self-emp-inc","Bachelors","Married-civ-spouse","Sales","White","Male",60,">50K"
25,"Private","Masters","Never-married","Prof-specialty","White","Female",40,">50K"
31,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","White","Male",55,">50K"
56,"Self-emp-inc","Bachelors","Married-civ-spouse","Sales","White","Male",50,">50K"
72,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","White","Male",28,">50K"
